index,count
676,134
677,140
678,133
679,134
680,134
681,107
682,139
683,108
684,140
685,108
686,133
687,133
688,140
689,140
690,134
691,133
692,134
693,139
694,134
695,133
696,134
697,139
698,134
699,136
700,140
701,134
702,133
703,133
704,134
705,161
706,133
707,139
708,161
709,140
710,134
711,139
712,139
713,133
714,109
715,133
716,133
717,133
718,108
719,119
720,133
721,108
722,133
723,161
724,161
725,133
726,139
727,133
728,133
729,133
730,133
731,108
732,109
733,161
734,134
735,133
736,133
737,161
738,139
739,133
740,133
741,139
742,140
743,134
744,108
745,108
746,108
747,134
748,108
749,134
750,108
751,133
752,133
753,108
754,133
755,133
756,133
757,140
758,108
759,108
760,132
761,133
762,133
763,133
764,108
765,107
766,133
767,132
768,133
769,161
770,133
771,139
772,108
773,136
774,108
775,134
776,139
777,133
778,139
779,133
780,132
781,139
782,108
783,133
784,133
785,108
786,107
787,108
788,133
789,108
790,133
791,133
792,108
793,108
794,133
795,133
796,139
797,108
798,134
799,133
800,134
801,133
802,161
803,139
804,134
805,139
806,108
807,133
808,133
809,108
810,108
811,108
812,139
813,139
814,110
815,133
816,139
817,133
818,139
819,161
820,108
821,108
822,133
823,133
824,108
825,134
826,153
827,133
828,108
829,134
830,134
831,133
832,139
833,133
834,133
835,139
836,133
837,132
838,133
839,133
840,133
841,134
842,134
843,134
844,133
845,133
846,133
847,133
848,108
849,133
850,133
851,133
852,133
853,133
854,133
855,108
856,133
857,133
858,133
859,133
860,133
861,133
862,133
863,133
864,133
865,144
866,150
867,107
868,133
869,110
870,133
871,133
872,133
873,110
874,133
875,144
876,119
877,133
878,108
879,139
880,107
881,108
882,107
883,134
884,133
885,145
886,108
887,132
888,132
889,107
890,133
891,133
892,107
893,107
894,107
895,107
896,107
897,107
898,107
899,108
900,107
901,107
902,107
903,107
904,107
905,107
906,107
907,134
908,134
909,152
910,134
911,133
912,133
913,107
914,134
915,110
916,133
917,107
918,133
919,153
920,122
921,132
922,108
923,107
924,108
925,132
926,133
927,108
928,139
929,107
930,134
931,107
932,134
933,109
934,108
935,134
936,109
937,109
938,133
939,134
940,134
941,132
942,134
943,133
944,108
945,133
946,109
947,109
948,109
949,109
950,109
951,108
952,133
953,169
954,109
955,133
956,133
957,108
958,162
959,132
960,107
961,119
962,135
963,134
964,108
965,107
966,134
967,108
968,108
969,108
970,109
971,108
972,108
973,108
974,109
975,108
976,109
977,108
978,133
979,108
980,108
981,133
982,138
983,133
984,108
985,109
986,132
987,133
988,133
989,108
990,108
991,107
992,108
993,133
994,151
995,133
996,133
997,133
998,133
999,133
1000,120
1001,107
1002,108
1003,109
1004,108
1005,108
1006,133
1007,133
1008,108
1009,108
1010,139
1011,108
1012,119
1013,133
1014,133
1015,133
1016,139
1017,108
1018,133
1019,139
1020,108
1021,119
1022,108
1023,108
1024,144
1025,108
1026,108
1027,133
1028,108
1029,108
1030,109
1031,108
1032,109
1033,108
1034,108
1035,133
1036,133
1037,108
1038,109
1039,139
1040,133
1041,108
1042,108
1043,108
1044,133
1045,108
1046,133
1047,108
1048,133
1049,139
1050,108
1051,108
1052,108
1053,108
1054,132
1055,133
1056,139
1057,107
1058,107
1059,133
1060,133
1061,108
1062,108
1063,108
1064,107
1065,109
1066,134
1067,133
1068,133
1069,140
1070,132
1071,120
1072,134
1073,132
1074,109
1075,132
1076,109
1077,108
1078,151
1079,108
1080,168
1081,134
1082,133
1083,132
1084,134
1085,133
1086,133
1087,107
1088,144
1089,133
1090,132
1091,108
1092,133
1093,133
1094,107
1095,108
1096,133
1097,133
1098,133
1099,108
1100,107
1101,132
1102,133
1103,108
1104,108
1105,109
1106,108
1107,135
1108,107
1109,108
1110,133
1111,108
1112,133
1113,108
1114,133
1115,107
1116,119
1117,108
1118,133
1119,133
1120,133
1121,144
1122,108
1123,139
1124,133
1125,108
1126,133
1127,109
1128,133
1129,133
1130,107
1131,108
1132,135
1133,135
1134,108
1135,109
1136,134
1137,134
1138,133
1139,134
1140,133
1141,133
1142,133
1143,133
1144,134
1145,134
1146,134
1147,133
1148,108
1149,133
1150,108
1151,133
1152,133
1153,133
1154,133
1155,108
1156,133
1157,133
1158,133
1159,133
1160,134
1161,108
1162,133
1163,133
1164,133
1165,108
1166,108
1167,108
1168,133
1169,133
1170,108
1171,133
1172,133
1173,132
1174,108
1175,133
1176,132
1177,108
1178,108
1179,133
1180,108
1181,133
1182,108
1183,108
1184,139
1185,115
1186,132
1187,108
1188,132
1189,133
1190,108
1191,134
1192,136
1193,134
1194,134
1195,134
1196,134
1197,140
1198,108
1199,133
1200,133
1201,132
1202,133
1203,107
1204,133
1205,133
1206,133
1207,133
1208,108
1209,133
1210,133
1211,108
1212,132
1213,108
1214,108
1215,133
1216,133
1217,108
1218,133
1219,139
1220,108
1221,108
1222,132
1223,132
1224,133
1225,134
1226,132
1227,132
1228,140
1229,134
1230,132
1231,132
1232,132
1233,139
1234,133
1235,107
1236,139
1237,134
1238,133
1239,134
1240,134
1241,134
1242,133
1243,133
1244,133
1245,133
1246,108
1247,134
1248,132
1249,133
1250,133
1251,108
1252,133
1253,107
1254,108
1255,132
1256,133
1257,133
1258,133
1259,133
1260,108
1261,108
1262,133
1263,108
1264,108
1265,133
1266,107
1267,133
1268,133
1269,108
1270,133
1271,133
1272,132
1273,133
1274,151
1275,108
1276,108
1277,133
1278,108
1279,134
1280,132
1281,132
1282,107
1283,133
1284,134
1285,107
1286,108
1287,133
1288,140
1289,110
1290,133
1291,110
1292,134
1293,132
1294,133
1295,133
1296,132
1297,133
1298,133
1299,133
1300,168
1301,134
1302,134
1303,144
1304,150
1305,132
1306,144
1307,108
1308,132
1309,108
1310,108
1311,132
1312,132
1313,132
1314,108
1315,132
1316,133
1317,133
1318,133
1319,139
1320,133
1321,132
1322,132
1323,132
1324,133
1325,133
1326,132
1327,108
1328,132
1329,133
1330,138
1331,108
1332,108
1333,107
1334,108
1335,108
1336,133
1337,108
1338,108
1339,132
1340,133
1341,133
1342,108
1343,139
1344,133
1345,107
1346,133
1347,133
1348,108
1349,133
1350,108
1351,133
1352,132
1353,133
1354,133
1355,107
1356,108
1357,139
1358,132
1359,135
1360,132
1361,132
1362,133
1363,133
1364,108
1365,107
1366,108
1367,132
1368,132
1369,133
1370,133
1371,108
1372,108
1373,108
1374,107
1375,108
1376,108
1377,107
1378,108
1379,138
1380,107
1381,133
1382,107
1383,133
1384,132
1385,133
1386,133
1387,133
1388,133
1389,108
1390,150
1391,119
1392,108
1393,108
1394,133
1395,133
1396,108
1397,132
1398,132
1399,107
1400,138
1401,107
1402,133
1403,132
1404,135
1405,133
1406,108
1407,107
1408,139
1409,107
1410,132
1411,108
1412,107
1413,108
1414,108
1415,108
1416,132
1417,139
1418,139
1419,133
1420,107
1421,107
1422,133
1423,108
1424,133
1425,108
1426,138
1427,108
1428,107
1429,133
1430,133
1431,108
1432,107
1433,138
1434,133
1435,138
1436,108
1437,132
1438,132
1439,132
1440,133
1441,139
1442,132
1443,107
1444,147
1445,108
1446,132
1447,132
1448,133
1449,108
1450,108
1451,133
1452,133
1453,109
1454,134
1455,133
1456,108
1457,132
1458,132
1459,132
1460,132
1461,133
1462,132
1463,133
1464,146
1465,132
1466,133
1467,108
1468,132
1469,107
1470,107
1471,108
1472,107
1473,107
1474,107
1475,134
1476,133
1477,133
1478,134
1479,108
1480,134
1481,108
1482,134
1483,133
1484,133
1485,135
1486,108
1487,149
1488,150
1489,133
1490,111
1491,108
1492,133
1493,133
1494,108
1495,108
1496,107
1497,135
1498,109
1499,133
1500,140
1501,133
1502,132
1503,150
1504,133
1505,135
1506,139
1507,135
1508,108
1509,139
1510,133
1511,108
1512,133
1513,132
1514,133
1515,133
1516,138
1517,132
1518,133
1519,110
1520,133
1521,133
1522,133
1523,109
1524,133
1525,108
1526,108
1527,108
1528,139
1529,133
1530,133
1531,139
1532,108
1533,133
1534,161
1535,132
1536,133
1537,139
1538,133
1539,153
1540,110
1541,108
1542,161
1543,132
1544,133
1545,133
1546,109
1547,133
1548,132
1549,132
1550,110
1551,108
1552,108
1553,108
1554,133
1555,107
1556,133
1557,133
1558,110
1559,138
1560,168
1561,108
1562,108
1563,133
1564,108
1565,108
1566,135
1567,133
1568,135
1569,132
1570,108
1571,108
1572,108
1573,108
1574,133
1575,132
1576,135
1577,139
1578,139
1579,132
1580,133
1581,108
1582,109
1583,133
1584,108
1585,107
1586,107
1587,133
1588,153
1589,108
1590,133
1591,133
1592,133
1593,108
1594,108
1595,134
1596,132
1597,133
1598,133
1599,108
1600,132
1601,133
1602,133
1603,133
1604,132
1605,133
1606,108
1607,133
1608,107
1609,133
1610,132
1611,139
1612,133
1613,133
1614,107
1615,133
1616,110
1617,132
1618,139
1619,107
1620,132
1621,108
1622,133
1623,272
1624,133
1625,133
1626,110
1627,133
1628,249
1629,110
1630,139
1631,134
1632,108
1633,133
1634,108
1635,107
1636,107
1637,133
1638,138
1639,175
1640,107
1641,107
1642,132
1643,133
1644,107
1645,132
1646,146
1647,108
1648,107
1649,133
1650,108
1651,160
1652,133
1653,108
1654,132
1655,133
1656,133
1657,133
1658,108
1659,133
1660,133
1661,133
1662,108
1663,109
1664,109
1665,108
1666,107
1667,132
1668,108
1669,141
1670,133
1671,108
1672,108
1673,108
1674,133
1675,132
1676,108
1677,108
1678,108
1679,133
1680,132
1681,133
1682,132
1683,108
1684,132
1685,135
1686,108
1687,139
1688,133
1689,133
1690,108
1691,133
1692,108
1693,133
1694,133
1695,107
1696,133
1697,108
1698,108
1699,108
1700,108
1701,107
1702,108
1703,133
1704,108
1705,133
1706,132
1707,139
1708,108
1709,108
1710,108
1711,107
1712,107
1713,108
1714,134
1715,134
1716,133
1717,133
1718,133
1719,133
1720,133
1721,135
1722,132
1723,133
1724,133
1725,139
1726,133
1727,132
1728,133
1729,108
1730,133
1731,134
1732,116
1733,132
1734,133
1735,133
1736,133
1737,133
1738,132
1739,140
1740,132
1741,107
1742,132
1743,132
1744,108
1745,134
1746,134
1747,134
1748,133
1749,133
1750,145
1751,145
1752,108
1753,134
1754,108
1755,133
1756,134
1757,109
1758,139
1759,109
1760,161
1761,132
1762,134
1763,132
1764,132
1765,133
1766,107
1767,107
1768,133
1769,107
1770,144
1771,132
1772,133
1773,132
1774,132
1775,132
1776,139
1777,133
1778,139
1779,123
1780,108
1781,133
1782,108
1783,132
1784,133
1785,132
1786,132
1787,161
1788,133
1789,108
1790,133
1791,133
1792,133
1793,132
1794,133
1795,107
1796,132
1797,133
1798,133
1799,108
1800,133
1801,108
1802,132
1803,108
1804,132
1805,108
1806,150
1807,133
1808,108
1809,133
1810,108
1811,108
1812,108
1813,107
1814,132
1815,108
1816,133
1817,139
1818,119
1819,133
1820,144
1821,133
1822,107
1823,133
1824,107
1825,108
1826,157
1827,133
1828,135
1829,107
1830,108
1831,133
1832,133
1833,107
1834,132
1835,138
1836,133
1837,108
1838,132
1839,107
1840,134
1841,133
1842,132
1843,133
1844,133
1845,133
1846,133
1847,133
1848,108
1849,139
1850,133
1851,108
1852,108
1853,130
1854,132
1855,108
1856,133
1857,133
1858,140
1859,134
1860,134
1861,134
1862,133
1863,108
1864,108
1865,107
1866,108
1867,109
1868,133
1869,133
1870,149
1871,134
1872,132
1873,133
1874,134
1875,133
1876,134
1877,134
1878,133
1879,133
1880,139
1881,108
1882,107
1883,108
1884,133
1885,107
1886,133
1887,107
1888,139
1889,133
1890,133
1891,132
1892,133
1893,133
1894,133
1895,132
1896,108
1897,133
1898,133
1899,133
1900,108
1901,119
1902,133
1903,108
1904,107
1905,139
1906,139
1907,133
1908,133
1909,133
1910,133
1911,144
1912,133
1913,133
1914,108
1915,139
1916,161
1917,108
1918,133
1919,133
1920,139
1921,108
1922,107
1923,108
1924,107
1925,107
1926,132
1927,144
1928,151
1929,132
1930,133
1931,108
1932,133
1933,119
1934,108
1935,108
1936,133
1937,108
1938,108
1939,108
1940,133
1941,138
1942,139
1943,107
1944,107
1945,161
1946,108
1947,133
1948,132
1949,108
1950,108
1951,132
1952,132
1953,138
1954,133
1955,107
1956,119
1957,132
1958,133
1959,133
1960,108
1961,133
1962,107
1963,108
1964,108
1965,108
1966,107
1967,132
1968,108
1969,107
1970,133
1971,107
1972,108
1973,132
1974,144
1975,107
1976,108
1977,108
1978,132
1979,133
1980,168
1981,133
1982,138
1983,108
1984,133
1985,132
1986,139
1987,119
1988,138
1989,132
1990,108
1991,107
1992,107
1993,108
1994,133
1995,107
1996,108
1997,119
1998,132
1999,107
2000,107
2001,133
2002,132
2003,133
2004,107
2005,133
2006,108
2007,139
2008,108
2009,107
2010,133
2011,133
2012,108
2013,139
2014,107
2015,107
2016,133
2017,132
2018,108
2019,107
2020,133
2021,133
2022,107
2023,132
2024,133
2025,133
2026,108
2027,108
2028,138
2029,108
2030,133
2031,107
2032,119
2033,107
2034,139
2035,146
2036,138
2037,133
2038,107
2039,107
2040,133
2041,107
2042,107
2043,107
2044,133
2045,133
2046,107
2047,108
2048,108
2049,133
2050,108
2051,107
2052,132
2053,107
2054,107
2055,133
2056,107
2057,107
2058,107
2059,133
2060,108
2061,138
2062,133
2063,144
2064,108
2065,138
2066,132
2067,132
2068,108
2069,161
2070,108
2071,107
2072,138
2073,133
2074,133
2075,108
2076,133
2077,133
2078,108
2079,107
2080,133
2081,132
2082,133
2083,133
2084,132
2085,132
2086,144
2087,133
2088,132
2089,133
2090,133
2091,133
2092,133
2093,133
2094,108
2095,133
2096,135
2097,132
2098,132
2099,133
2100,133
2101,133
2102,107
2103,107
2104,133
2105,133
2106,132
2107,133
2108,107
2109,108
2110,132
2111,108
2112,133
2113,107
2114,107
2115,108
2116,110
2117,133
2118,108
2119,132
2120,107
2121,108
2122,107
2123,107
2124,108
2125,132
2126,107
2127,134
2128,134
2129,134
2130,133
2131,133
2132,138
2133,108
2134,133
2135,108
2136,107
2137,134
2138,133
2139,134
2140,132
2141,132
2142,133
2143,133
2144,134
2145,132
2146,108
2147,133
2148,133
2149,108
2150,133
2151,133
2152,133
2153,133
2154,133
2155,133
2156,108
2157,133
2158,149
2159,133
2160,133
2161,108
2162,133
2163,107
2164,133
2165,133
2166,133
2167,133
2168,133
2169,108
2170,108
2171,107
2172,133
2173,133
2174,133
2175,132
2176,108
2177,108
2178,132
2179,132
2180,132
2181,108
2182,107
2183,132
2184,131
2185,134
2186,133
2187,139
2188,132
2189,133
2190,108
2191,108
2192,132
2193,132
2194,133
2195,132
2196,108
2197,133
2198,108
2199,133
2200,133
2201,107
2202,132
2203,132
2204,108
2205,132
2206,133
2207,108
2208,107
2209,108
2210,108
2211,108
2212,132
2213,132
2214,132
2215,107
2216,107
2217,132
2218,133
2219,107
2220,133
2221,108
2222,132
2223,107
2224,133
2225,107
2226,133
2227,108
2228,132
2229,107
2230,132
2231,132
2232,134
2233,133
2234,109
2235,133
2236,133
2237,108
2238,132
2239,134
2240,133
2241,132
2242,108
2243,145
2244,133
2245,108
2246,134
2247,108
2248,108
2249,134
2250,108
2251,140
2252,134
2253,140
2254,134
2255,133
2256,133
2257,253
2258,144
2259,133
2260,133
2261,134
2262,139
2263,107
2264,108
2265,107
2266,132
2267,107
2268,139
2269,108
2270,133
2271,132
2272,149
2273,132
2274,133
2275,133
2276,133
2277,133
2278,133
2279,108
2280,133
2281,132
2282,108
2283,138
2284,132
2285,108
2286,132
2287,139
2288,132
2289,132
2290,133
2291,133
2292,132
2293,108
2294,133
2295,132
2296,108
2297,132
2298,132
2299,133
2300,132
2301,132
2302,108
2303,107
2304,107
2305,107
2306,132
2307,107
2308,107
2309,107
2310,108
2311,133
2312,133
2313,132
2314,132
2315,133
2316,133
2317,132
2318,108
2319,107
2320,132
2321,144
2322,137
2323,161
2324,108
2325,107
2326,133
2327,133
2328,133
2329,110
2330,107
2331,108
2332,108
2333,138
2334,144
2335,133
2336,132
2337,108
2338,133
2339,133
2340,132
2341,107
2342,107
2343,133
2344,107
2345,135
2346,108
2347,132
2348,108
2349,107
2350,108
2351,107
2352,108
2353,115
2354,139
2355,107
2356,107
2357,132
2358,133
2359,109
2360,133
2361,135
2362,133
2363,138
2364,133
2365,108
2366,107
2367,132
2368,108
2369,107
2370,133
2371,132
2372,107
2373,108
2374,138
2375,132
2376,133
2377,133
2378,108
2379,133
2380,138
2381,133
2382,177
2383,108
2384,133
2385,139
2386,133
2387,132
2388,133
2389,133
2390,132
2391,132
2392,133
2393,133
2394,132
2395,133
2396,133
2397,107
2398,108
2399,138
2400,107
2401,107
2402,139
2403,107
2404,119
2405,132
2406,108
2407,108
2408,132
2409,139
2410,139
2411,132
2412,107
2413,132
2414,132
2415,139
2416,108
2417,107
2418,110
2419,108
2420,133
2421,139
2422,133
2423,133
2424,132
2425,107
2426,132
2427,107
2428,132
2429,139
2430,108
2431,132
2432,107
2433,107
2434,133
2435,133
2436,133
2437,138
2438,133
2439,107
2440,138
2441,132
2442,138
2443,132
2444,108
2445,132
2446,107
2447,139
2448,133
2449,138
2450,133
2451,108
2452,107
2453,133
2454,107
2455,107
2456,132
2457,133
2458,144
2459,107
2460,132
2461,133
2462,107
2463,133
2464,132
2465,108
2466,133
2467,108
2468,109
2469,139
2470,108
2471,108
2472,108
2473,110
2474,133
2475,107
2476,109
2477,139
2478,107
2479,108
2480,109
2481,134
2482,109
2483,107
2484,139
2485,107
2486,133
2487,133
2488,133
2489,108
2490,108
2491,132
2492,108
2493,133
2494,107
2495,139
2496,119
2497,133
2498,107
2499,107
2500,108
2501,107
2502,139
2503,139
2504,110
2505,138
2506,133
2507,108
2508,249
2509,161
2510,108
2511,107
2512,107
2513,107
2514,108
2515,139
2516,119
2517,108
2518,107
2519,107
2520,107
2521,108
2522,108
2523,272
2524,133
2525,133
2526,133
2527,110
2528,107
2529,107
2530,107
2531,107
2532,107
2533,108
2534,107
2535,161
2536,139
2537,132
2538,133
2539,153
2540,108
2541,107
2542,110
2543,107
2544,108
2545,132
2546,133
2547,138
2548,138
2549,108
2550,107
2551,139
2552,107
2553,107
2554,132
2555,108
2556,138
2557,139
2558,108
2559,109
2560,112
2561,108
2562,107
2563,134
2564,108
2565,119
2566,138
2567,133
2568,107
2569,107
2570,108
2571,107
2572,108
2573,108
2574,108
2575,107
2576,107
2577,107
2578,107
2579,132
2580,132
2581,107
2582,132
2583,132
2584,132
2585,132
2586,133
2587,134
2588,108
2589,108
2590,109
2591,109
2592,108
2593,108
2594,108
2595,108
2596,108
2597,108
2598,108
2599,108
2600,133
2601,133
2602,133
2603,133
2604,133
2605,133
2606,108
2607,133
2608,133
2609,108
2610,133
2611,108
2612,133
2613,133
2614,133
2615,108
2616,133
2617,133
2618,133
2619,108
2620,133
2621,133
2622,108
2623,144
2624,146
2625,133
2626,135
2627,139
2628,108
2629,133
2630,133
2631,108
2632,139
2633,133
2634,133
2635,108
2636,108
2637,133
2638,133
2639,133
2640,133
2641,133
2642,108
2643,133
2644,133
2645,139
2646,133
2647,133
2648,108
2649,108
2650,108
2651,108
2652,134
2653,134
2654,134
2655,109
2656,144
2657,134
2658,134
2659,133
2660,134
2661,134
2662,145
2663,109
2664,145
2665,134
2666,134
2667,133
2668,133
2669,135
2670,133
2671,133
2672,133
2673,133
2674,108
2675,133
2676,139
2677,133
2678,133
2679,133
2680,133
2681,133
2682,133
2683,108
2684,108
2685,133
2686,108
2687,133
2688,133
2689,133
2690,133
2691,119
2692,108
2693,132
2694,132
2695,132
2696,108
2697,132
2698,148
2699,108
2700,133
2701,133
2702,108
2703,135
2704,133
2705,133
2706,108
2707,133
2708,119
2709,108
2710,110
2711,133
2712,133
2713,132
2714,108
2715,132
2716,108
2717,108
2718,108
2719,108
2720,107
2721,108
2722,133
2723,108
2724,133
2725,108
2726,108
2727,132
2728,140
2729,140
2730,140
2731,134
2732,134
2733,162
2734,134
2735,133
2736,134
2737,139
2738,108
2739,133
2740,134
2741,133
2742,134
2743,109
2744,139
2745,134
2746,134
2747,134
2748,133
2749,134
2750,134
2751,139
2752,133
2753,133
2754,161
2755,132
2756,132
2757,133
2758,132
2759,161
2760,133
2761,133
2762,139
2763,133
2764,161
2765,108
2766,132
2767,133
2768,161
2769,139
2770,133
2771,108
2772,108
2773,133
2774,139
2775,138
2776,133
2777,108
2778,154
2779,156
2780,132
2781,133
2782,161
2783,107
2784,108
2785,139
2786,139
2787,132
2788,133
2789,133
2790,133
2791,161
2792,132
2793,139
2794,133
2795,161
2796,133
2797,133
2798,108
2799,108
2800,139
2801,108
2802,133
2803,138
2804,139
2805,133
2806,133
2807,132
2808,108
2809,107
2810,138
2811,132
2812,161
2813,133
2814,132
2815,161
2816,139
2817,133
2818,107
2819,133
2820,139
2821,133
2822,139
2823,138
2824,133
2825,107
2826,107
2827,108
2828,108
2829,108
2830,139
2831,108
2832,108
2833,108
2834,108
2835,108
2836,107
2837,108
2838,108
2839,109
2840,109
2841,109
2842,109
2843,109
2844,110
2845,109
2846,108
2847,109
2848,108
2849,108
2850,108
2851,108
2852,107
2853,107
2854,107
2855,108
2856,108
2857,107
2858,108
2859,108
2860,108
2861,107
2862,108
2863,108
2864,108
2865,107
2866,107
2867,107
2868,108
2869,108
2870,108
2871,108
2872,107
2873,107
2874,107
2875,107
2876,108
2877,108
2878,108
2879,110
2880,108
2881,107
2882,108
2883,108
2884,107
2885,133
2886,108
2887,107
2888,107
2889,107
2890,107
2891,108
2892,107
2893,108
2894,108
2895,132
2896,133
2897,133
2898,133
2899,139
2900,133
2901,107
2902,133
2903,144
2904,139
2905,139
2906,133
2907,134
2908,132
2909,133
2910,133
2911,133
2912,133
2913,133
2914,108
2915,139
2916,108
2917,108
2918,108
2919,108
2920,108
2921,133
2922,133
2923,132
2924,133
2925,108
2926,133
2927,108
2928,133
2929,134
2930,144
2931,134
2932,134
2933,145
2934,134
2935,144
2936,133
2937,110
2938,108
2939,133
2940,139
2941,134
2942,134
2943,108
2944,136
2945,108
2946,133
2947,133
2948,134
2949,133
2950,134
2951,134
2952,133
2953,108
2954,133
2955,133
2956,134
2957,134
2958,133
2959,135
2960,135
2961,133
2962,133
2963,139
2964,108
2965,133
2966,133
2967,108
2968,133
2969,133
2970,108
2971,108
2972,133
2973,133
2974,108
2975,133
2976,133
2977,133
2978,133
2979,133
2980,108
2981,133
2982,133
2983,133
2984,133
2985,108
2986,133
2987,108
2988,108
2989,108
2990,144
2991,108
2992,108
2993,148
2994,133
2995,133
2996,133
2997,133
